"pomiar" "Szczep" "warunki"
"1013" "Może" "C" 2
"1014" "Nie" "C" 2
"1015" "Nie" "C" 2
"1016" "Może" "C" 2
"1017" "Nie" "C" 2
"1018" "Tak" "C" 2
"1019" "Nie" "C" 2
"1020" "Tak" "C" 2
"1021" "Może" "C" 2
"1022" "Nie" "C" 2
"1023" "Może" "C" 2
"1024" "Nie" "C" 2
"1025" "Nie" "C" 2
"1026" "Nie" "C" 2
"1027" "NA" "C" 2
"1028" "Może" "C" 2
"1029" "NA" "C" 2
"1030" "Nie" "C" 2
"1031" "Może" "C" 2
"1032" "Może" "C" 2
"1033" "Może" "C" 2
"1034" "Może" "C" 2
"1035" "Nie" "C" 2
"1036" "Może" "C" 2
"1037" "Tak" "C" 2
"1038" "Nie" "C" 2
"1039" "Nie" "C" 2
"1040" "Nie" "C" 2
"1041" "Tak" "C" 2
"1042" "Nie" "C" 2
"1043" "Może" "C" 2
"1044" "Nie" "C" 2
"1045" "Może" "C" 2
"1046" "Nie" "C" 2
"1047" "Nie" "C" 2
"1048" "Nie" "C" 2
"1049" "Tak" "C" 2
"1050" "Tak" "C" 2
"1051" "Może" "C" 2
"1052" "Może" "C" 2
"1053" "Nie" "C" 2
"1054" "Nie" "C" 2
"1055" "Może" "C" 2
"1056" "Może" "C" 2
"1057" "Tak" "C" 2
"1058" "Może" "C" 2
"1059" "Może" "C" 2
"1060" "Nie" "C" 2
"1061" "Nie" "C" 2
"1062" "Może" "C" 2
"1063" "Może" "C" 2
"1064" "Tak" "C" 2
"1065" "Może" "C" 2
"1066" "Nie" "C" 2
"1067" "Nie" "C" 2
"1068" "Może" "C" 2
"1069" "Nie" "C" 2
"1070" "Nie" "C" 2
"1071" "Może" "C" 2
"1072" "Nie" "C" 2
"1073" "Nie" "C" 2
"1074" "Może" "C" 2
"1075" "Może" "C" 2
"1076" "Nie" "C" 2
"1077" "Nie" "C" 2
"1078" "Może" "C" 2
"1079" "Może" "C" 2
"1080" "Może" "C" 2
"1081" "Może" "C" 2
"1082" "Nie" "C" 2
"1083" "Tak" "C" 2
"1084" "Nie" "C" 2
"1085" "Może" "C" 2
"1086" "Tak" "C" 2
"1087" "Może" "C" 2
"1088" "Nie" "C" 2
"1089" "Nie" "C" 2
"1090" "Może" "C" 2
"1091" "Nie" "C" 2
"1092" "Nie" "C" 2
"1093" "Nie" "C" 2
"1094" "Tak" "C" 2
"1095" "Tak" "C" 2
"1096" "Może" "C" 2
"1097" "Nie" "C" 2
"1098" "Nie" "C" 2
"1099" "Nie" "C" 2
"1100" "Nie" "C" 2
"1101" "Nie" "C" 2
"1102" "Nie" "C" 2
"1103" "Tak" "C" 2
"1104" "Nie" "C" 2
"1105" "Może" "C" 2
"1106" "Tak" "C" 2
"1107" "Tak" "C" 2
"1108" "Nie" "C" 2
"1109" "Nie" "C" 2
"1110" "Może" "C" 2
"1111" "Może" "C" 2
"1112" "Nie" "C" 2
"1113" "Nie" "C" 2
"1114" "Nie" "C" 2
"1115" "Nie" "C" 2
"1116" "Może" "C" 2
"1117" "Nie" "C" 2
"1118" "Tak" "C" 2
"1119" "Może" "C" 2
"1120" "Może" "C" 2
"1121" "Nie" "C" 2
"1122" "Może" "C" 2
"1123" "Nie" "C" 2
"1124" "Nie" "C" 2
"1125" "Może" "C" 2
"1126" "Nie" "C" 2
"1127" "Nie" "C" 2
"1128" "Nie" "C" 2
"1129" "Nie" "C" 2
"1130" "Nie" "C" 2
"1131" "Nie" "C" 2
"1132" "Nie" "C" 2
"1133" "Nie" "C" 2
"1134" "Nie" "C" 2
"1135" "Nie" "C" 2
"1136" "Może" "C" 2
"1137" "Tak" "C" 2
"1138" "Nie" "C" 2
"1139" "Nie" "C" 2
"1140" "Nie" "C" 2
"1141" "Może" "C" 2
"1142" "NA" "C" 2
"1143" "Może" "C" 2
"1144" "Nie" "C" 2
"1145" "Nie" "C" 2
"1146" "Nie" "C" 2
"1147" "Nie" "C" 2
"1148" "Może" "C" 2
"1149" "Tak" "C" 2
"1150" "Może" "C" 2
"1151" "NA" "C" 2
"1152" "Może" "C" 2
"1153" "NA" "C" 2
"1154" "Nie" "C" 2
"1155" "Może" "C" 2
"1156" "Nie" "C" 2
"1157" "Może" "C" 2
"1158" "Nie" "C" 2
"1159" "Nie" "C" 2
"1160" "Może" "C" 2
"1161" "Tak" "C" 2
"1162" "Nie" "C" 2
"1163" "Może" "C" 2
"1164" "Może" "C" 2
"1165" "Tak" "C" 2
"1166" "Nie" "C" 2
"1167" "Może" "C" 2
"1168" "Może" "C" 2
"1169" "Nie" "C" 2
"1170" "Nie" "C" 2
"1171" "Nie" "C" 2
"1172" "Może" "C" 2
"1173" "Tak" "C" 2
"1174" "Nie" "C" 2
"1175" "Może" "C" 2
"1176" "Może" "C" 2
"1177" "Nie" "C" 2
"1178" "Nie" "C" 2
"1179" "Może" "C" 2
"1180" "Tak" "C" 2
"1181" "Nie" "C" 2
"1182" "Nie" "C" 2
"1183" "Nie" "C" 2
"1184" "Może" "C" 2
"1185" "Nie" "C" 2
"1186" "Nie" "C" 2
"1187" "Może" "C" 2
"1188" "Nie" "C" 2
"1189" "Nie" "C" 2
"1190" "Może" "C" 2
"1191" "Może" "C" 2
"1192" "Nie" "C" 2
"1193" "Może" "C" 2
"1194" "Może" "C" 2
"1195" "Nie" "C" 2
"1196" "Może" "C" 2
"1197" "Może" "C" 2
"1198" "Nie" "C" 2
"1199" "Tak" "C" 2
"1200" "Nie" "C" 2
